23
3.880116131	8.733797044	6.734043393	7.153431203	5.961119236	6.265288642	3.513024888	3.53069215	7.040871993	0.517113571	0	0.68565494	5.930439883	4.963360924	7.280900104	7.83319517	1.923037883	8.268321814	5.301801071	1.101589588	0.824610755	0.615497357	6.912811569
1.139189886	0.097139364	6.118967921	6.497226851	1.37817334	7.153639248	8.0043282	2.620525997	8.299091314	7.48906397	2.210522589	0	1.655614451	1.902790351	9.417306769	9.483048974	5.137243122	4.977966749	0.724711469	9.504611804	6.905800999	3.984880691	7.626533363
3.300589936	7.207026689	2.32238494	0.255761066	3.942696117	3.331833245	4.047568327	3.281813716	2.80577422	7.62188452	6.641136268	4.712554347	0	4.109513249	1.642886262	6.899249985	9.647374979	8.982935421	3.522035238	2.021346826	3.76045207	3.513048036	3.758029771
4.02621281	3.549278801	9.580375189	0.977996508	7.016973822	5.813176073	3.315479655	3.438963977	6.178488128	1.045176946	6.796060235	6.220836149	6.945085636	0	9.799302474	1.06286507	0.511126686	1.888450631	8.586913345	4.189229825	4.539384488	3.408323654	5.259872161
2.981322369	1.680255909	3.906556323	8.402918211	7.173017984	8.322889326	1.209336612	9.008140437	1.060499787	7.281677784	5.47078749	0.717207866	5.811718349	8.999179478	0	3.054927923	4.56040149	9.816300661	8.002057642	0.321373023	8.31772754	0.515444783	4.296479528
8.55499793	0.747941766	7.64935442	6.423023975	2.631732695	8.360065017	6.31179763	0.277795855	0.346362954	3.743845986	0.424700787	3.099702199	4.288566629	0.126134873	0.883861841	0	2.520405673	5.017385221	7.853522138	1.554191313	5.826158979	0.820606043	1.285216636
7.527619236	0.861789813	5.751027302	2.952407491	7.707240689	4.924074916	1.453019082	2.213671491	2.580980258	9.920384143	0.205937946	4.629838061	1.75286323	6.983050426	2.651501303	2.507564388	0	8.903121875	9.673204317	2.652871225	5.961574314	0.734607087	6.689471802
9.768334679	6.928155643	3.529840433	8.676165056	0.730283672	4.229210668	7.191237776	7.25946476	7.316682449	9.251597765	2.054916637	3.449563661	0.277985926	2.21304857	6.463276182	7.948657748	5.881010566	0	9.518035148	8.736460757	2.894361843	7.640927511	3.662352684
1.196329211	1.26244971	0.631871545	7.723712946	6.698113651	4.287439133	9.052994735	1.57455862	5.853474793	9.08921268	7.270999776	0.602065195	4.995545887	3.369428595	3.271496864	1.483970403	6.186602073	0.732228559	0	3.329945722	5.510201709	7.804254254	7.69429802
0.399914421	9.672798225	8.664641939	7.561753945	6.098763351	8.06814434	9.358831236	5.194839992	0.636834238	6.462322829	8.585775642	3.015854602	0.821311746	8.215924205	0.704883662	4.775711629	4.377179612	0.394240852	3.952673895	0	1.323597152	1.160900182	3.313961247
2.898879842	2.012199302	3.922612115	6.086846715	1.034856901	5.442892953	6.764964038	0.825083119	5.254576865	7.312663579	9.782281864	3.903457387	7.968263277	8.426908686	2.783475408	8.625254819	0.740845736	7.959243989	9.848484439	4.078944549	0	1.427688001	3.437132466
5.157273255	1.693910555	8.008830576	6.838360255	1.649331873	0.201595517	1.982841604	5.600667302	6.266845212	8.800098951	7.885072091	1.406277682	3.166388864	9.218307601	5.112215062	9.177391941	3.279526317	0.341234061	3.372984421	8.193269655	8.214547922	0	7.188407253
0.42080166	4.806377487	5.546569788	4.975153465	3.095450854	2.536108142	9.231333	3.034659305	5.502306269	0.263140853	6.419584884	8.856417221	0.986795881	3.435613936	3.27773593	2.757839451	6.854520892	0.362954597	6.690364057	8.178674267	4.873242845	2.231250793	0

// optimum: 11.1748
